Company,Exchange,Ticker,Industry,Year Founded,Locations,Number of Employees,S&P Credit Rating (FC LT),S&P Credit Rating (LC LT),Type,NOSH,Price ($USD),Total Enterprise Value ($USDmm),Total Revenue ($USDmm),Gross Profit ($USDmm),EBITDA ($USDmm),EBIT ($USDmm),Net Income ($USDmm),Cash And Equivalents ($USDmm),"Net Property, Plant & Equipment ($USDmm)",Total Assets ($USDmm),Total Debt ($USDmm),Total Equity ($USDmm),Basic EPS ($USD),EPS - Capital IQ ($USD),EPS - # of Estimates Y+1,EBITDA Estimate ($USDmm),EBITDA - # of Estimates Y+1,EBIT Estimate ($USDmm),EBIT - # of Estimates Y+1,Market Cap ($USDmm),TEV/Revenue,TEV/EBITDA,TEV/EBIT,P/E
Carrier Global Corporation ,NYSE,CARR,Industrials,2019,US/CA,58000,BBB,BBB,Public Company,841.6,41.99,41674.1,20613.0,5731.0,2902.0,2577.0,2745.0,2987.0,2466.0,26172.0,10353.0,7094.0,3.2,2.38,23,3218.1,14,2929.97,19,35338.784,2.021738708581963,14.360475534114403,16.171556072953045,13.121875
Haleon plc ,LSE,HLN,Consumer Staples,2021,EU,22800,BBB,BBB,Public Company,9234.6,3.11,41362.2,12924.5,8156.5,2746.7,2523.9,1971.8,560.6,2250.4,46648.7,1343.2,35855.5,0.213,0.217,13,3225.7,12,2865.9,12,28719.606,3.200294015242369,15.058870644773728,16.38820872459289,14.60093896713615
"LG Chem, Ltd. ",KOSE,A051910,Materials,1947,APAC,1320,BBB+,BBB+,Public Company,77.9,461.38,41339.3,35809.4,7672.5,5029.5,2608.0,1713.7,3157.3,20466.0,42929.0,12396.1,19485.2,18.4,35.5,24,6052.0,24,3017.0,24,35941.502,1.154425932855619,8.219365742121484,15.850958588957056,25.075000000000003
Trane Technologies plc ,NYSE,TT,Industrials,1885,EU,37000,BBB,BBB,Public Company,231.7,161.23,41121.9,14136.4,4565.6,2407.6,2147.6,1493.0,2159.2,1835.6,18059.8,5285.4,6273.1,6.33,7.53,22,2746.1,15,2421.61,19,37356.990999999995,2.908937211737076,17.08003821232763,19.14783944868691,25.47077409162717
Sumitomo Corporation ,TSE,8053,Industrials,1919,APAC,74920,BBB+,BBB+,Public Company,1250.2,14.44,40768.8,45251.0,7872.8,3265.6,2455.9,3765.0,6043.0,8430.4,78908.4,28865.2,27844.6,3.01,2.08,10,2818.1,5,1565.76,1,18052.888,0.9009480453470642,12.484321411073005,16.600350177124476,4.79734219269103
Veolia Environnement S.A. ,ENXTPA,VIE,Utilities,1853,EU,179718,BBB,BBB,Public Company,687.9,22.93,40380.8,32421.4,6022.7,3784.1,2060.9,355.2,11962.6,11673.3,60363.1,23925.2,14522.9,0.544,1.74,10,6347.3,6,3100.58,6,15773.546999999999,1.2454983436865774,10.671176765941704,19.593769712261633,42.150735294117645
Universal Music Group N.V. ,ENXTAM,UMG,Communication Services,2020,EU,9360,BBB,BBB,Public Company,1812.9,20.63,40125.8,9671.3,4430.3,1829.4,1561.8,705.6,665.3,631.2,13754.1,3521.0,2308.7,0.389,0.835,17,2238.6,18,1912.76,18,37400.127,4.148956189964121,21.933858095550455,25.69202202586759,53.03341902313624
"S.F. Holding Co., Ltd. ",SZSE,002352,Industrials,1993,APAC,177129,A-,A-,Public Company,4895.2,7.21,40042.8,32614.5,4783.4,2233.9,1413.9,990.6,5559.1,9884.8,33041.6,9573.2,15413.4,0.21100000000000002,0.235,13,3468.4,15,1734.37,19,35294.392,1.2277606586027687,17.925063789784684,28.320814767663908,34.170616113744074
"Alexandria Real Estate Equities, Inc. ",NYSE,ARE,Real Estate,1993,US/CA,559,BBB+,BBB+,Public Investment Firm,163.2,161.95,40011.6,2126.4,1670.7,1446.7,574.0,300.7,361.3,24158.8,30219.4,9226.6,19033.3,1.88,3.11,6,1806.1,6,822.32,5,26430.239999999998,18.816591422121896,27.657150756895,69.70662020905922,86.1436170212766
"American Water Works Company, Inc. ",NYSE,AWK,Utilities,1886,US/CA,6400,A,A,Public Company,181.8,155.32,39847.1,3930.0,2155.0,1930.0,1288.0,1299.0,116.0,21176.0,26075.0,11077.0,7298.0,7.12,3.85,14,2350.7,10,1543.12,10,28237.176,10.139211195928754,20.646165803108808,30.937189440993787,21.814606741573034
BT Group plc ,LSE,BT.A,Communication Services,2001,EU,98400,BBB,BBB,Public Company,9834.5,1.8,39673.4,27407.5,10379.7,7508.1,3725.6,2058.4,1021.4,32899.5,65428.4,28846.9,20106.7,0.209,0.24600000000000002,19,9367.1,19,3968.88,18,17702.100000000002,1.4475380826416127,5.284079860417416,10.64886192828001,8.612440191387561
Ameren Corporation ,NYSE,AEE,Utilities,1881,US/CA,9116,BBB+,BBB+,Public Company,258.4,96.32,39619.3,6119.0,3099.0,2761.0,1532.0,1009.0,8.0,29261.0,35735.0,13612.0,9829.0,3.92,4.23,16,2817.0,4,1590.87,9,24889.087999999996,6.474799803889525,14.349619703006159,25.861161879895562,24.57142857142857
"Lumen Technologies, Inc. ",NYSE,LUMN,Communication Services,1968,US/CA,35000,BB,BB,Public Company,1035.3,11.05,39601.5,19687.0,10742.0,7419.0,3977.0,1995.0,354.0,22346.0,57993.0,30538.0,11840.0,1.95,1.08,9,5974.9,11,2576.96,9,11440.065,2.011555849037436,5.337848766680145,9.957631380437515,5.666666666666667
"Mitsubishi Estate Co., Ltd. ",TSE,8802,Real Estate,1890,APAC,10202,A+,A+,Public Company,1322.8,13.91,39478.8,11112.9,2910.4,2905.6,2207.2,1339.4,1919.7,35788.9,53476.9,22538.0,18416.8,1.01,0.912,13,2802.4,5,2057.08,13,18400.148,3.5525200442728724,13.587142070484584,17.886371873867347,13.772277227722773
Sika AG ,SWX,SIKA,Materials,1910,EU,27415,A-,A-,Public Company,153.7,237.91,39473.4,10149.4,5247.5,1770.9,1473.0,1206.7,1288.9,1948.9,11737.4,4078.9,4822.1,8.22,9.27,14,2421.1,13,1939.28,13,36566.767,3.889234831615662,22.29002202270032,26.7979633401222,28.942822384428222
"Fortinet, Inc. ",NasdaqGS,FTNT,Information Technology,2000,US/CA,11508,BBB+,BBB+,Public Company,788.5,50.87,39359.9,3342.2,2871.6,821.8,723.0,674.0,1319.1,752.7,5919.1,1055.2,798.4,0.8340000000000001,1.18,25,1350.9,8,1248.6,22,40110.994999999995,11.776644126623184,47.89474324653201,54.43969571230982,60.99520383693045
Oil and Natural Gas Corporation Limited ,NSEI,ONGC,Energy,1993,APAC,27165,BBB-,BBB-,Public Company,12580.3,1.71,39183.1,64734.6,14316.3,10999.2,7584.6,6514.1,718.1,41329.1,77144.7,17080.8,37334.1,0.518,0.622,15,12129.1,16,7481.18,12,21512.313,0.6052883620196927,3.5623590806604115,5.166139282229781,3.301158301158301
DSV A/S ,CPSE,DSV,Industrials,1976,EU,76071,A-,A-,Public Company,225.6,155.54,38822.9,27884.9,6826.6,3604.4,3401.4,2217.2,1269.4,3054.7,24686.4,5621.6,11361.3,9.55,8.64,15,3293.7,16,2660.29,15,35089.824,1.3922553066354908,10.77097436466541,11.41380019991768,16.286910994764394
Singapore Telecommunications Limited ,SGX,Z74,Communication Services,1992,APAC,22543,A,A,Public Company,16509.6,1.91,38496.2,11329.4,2597.8,2419.1,767.8,1532.1,1573.3,10525.3,36288.0,8766.1,20761.4,0.09300000000000001,0.113,10,2870.1,10,904.06,14,31533.335999999996,3.3979028015605413,15.913438882228927,50.13831727012243,20.53763440860215
Brown-Forman Corporation ,NYSE,BF.B,Consumer Staples,1870,US/CA,5200,A-,A-,Public Company,479.1,77.56,38233.8,3933.0,2391.0,1315.0,1236.0,838.0,868.0,949.0,6373.0,2344.0,2737.0,1.75,1.97,16,1384.3,11,1297.09,14,37158.99600000001,9.721281464530893,29.075133079847912,30.93349514563107,44.32
Equity Residential ,NYSE,EQR,Real Estate,1966,US/CA,2400,A-,A-,Public Investment Firm,376.1,77.7,38109.3,2464.0,1635.1,1575.0,683.6,1253.8,123.8,20330.3,21169.2,8653.8,11686.2,3.33,1.36,11,1749.9,13,857.15,7,29222.97,15.46643668831169,24.196380952380956,55.747952018724405,23.333333333333332
PACCAR Inc ,NasdaqGS,PCAR,Industrials,1905,US/CA,28500,A+,A+,Public Company,347.7,92.45,38062.9,23522.3,3614.6,3096.8,2808.8,2206.7,3253.6,3731.2,29301.7,10523.2,11437.4,6.34,7.92,16,3309.9,5,2989.64,6,32144.865,1.6181623395671343,12.291042366313613,13.551303047564796,14.582018927444796
"PPG Industries, Inc. ",NYSE,PPG,Materials,1883,US/CA,49300,BBB+,BBB+,Public Company,235.0,132.16,38013.3,16802.0,6525.0,2142.0,1561.0,1089.0,1005.0,4333.0,21351.0,7466.0,6411.0,4.59,7.54,21,2856.3,18,2310.17,19,31057.6,2.2624270920128557,17.746638655462185,24.351889814221654,28.793028322440087
"AvalonBay Communities, Inc. ",NYSE,AVB,Real Estate,1978,US/CA,2883,A-,A-,Public Investment Firm,139.7,213.39,37800.9,2310.1,1571.5,1498.9,707.0,814.9,420.3,18545.0,19902.0,8270.0,10936.5,5.83,5.45,8,1694.6,12,870.66,8,29810.582999999995,16.363317605298473,25.219094002268328,53.46661951909477,36.60205831903945
"WuXi AppTec Co., Ltd. ",SHSE,603259,Health Care,2000,APAC,39716,BBB-,BBB-,Public Company,2957.2,13.07,37701.8,3605.2,1616.1,1099.7,922.1,1053.5,1296.9,2538.9,8677.9,674.4,6101.0,0.361,0.33399999999999996,17,1779.0,13,1482.54,13,38650.604,10.457616775768336,34.28371374011094,40.88688862379352,36.20498614958449
Newmont Corporation ,NYSE,NEM,Materials,1916,US/CA,14400,BBB+,BBB+,Public Company,793.7,45.14,37597.7,12222.0,4527.0,4039.0,1576.0,792.0,4992.0,24124.0,40564.0,6302.0,21861.0,0.996,2.8,21,5728.3,16,2166.75,5,35827.618,3.0762313860252,9.308665511265163,23.856408629441624,45.32128514056225
Albemarle Corporation ,NYSE,ALB,Materials,1887,US/CA,6000,BBB,BBB,Public Company,117.1,295.68,37512.4,3328.0,1526.3,1349.6,1081.8,263.6,439.3,6064.4,10974.1,2552.8,5805.6,2.25,26.0,20,4175.7,17,3793.62,12,34624.128,11.271754807692307,27.795198577356256,34.675910519504534,131.41333333333333
Alcon Inc. ,SWX,ALC,Health Care,1945,EU,24000,BBB,BBB,Public Company,491.6,69.4,37435.0,8291.0,4871.0,2169.0,987.0,457.0,1575.0,4083.0,27999.0,4486.0,19256.0,0.9309999999999999,2.27,19,2328.1,15,1611.44,17,34117.04,4.515136895428778,17.259105578607652,37.92806484295846,74.5435016111708
"Grupo México, S.A.B. de C.V. ",BMV,GMEXICO B,Materials,1890,LATAM,30015,BBB+,BBB+,Public Company,7785.0,4.03,37270.3,14776.7,8419.3,8083.7,7036.3,3458.8,5931.4,17410.9,32444.5,9076.6,18374.5,0.447,0.34,6,6699.1,8,5063.9,8,31373.550000000003,2.5222343283683095,4.610549624553114,5.296860565922431,9.015659955257272
Power Grid Corporation of India Limited ,BSE,532898,Utilities,1989,APAC,8536,BBB-,BBB-,Public Company,6975.5,2.88,36781.6,5483.8,5248.6,4724.4,3072.0,1851.1,339.6,26729.3,33066.8,18208.4,10047.1,0.265,0.253,12,4818.6,12,2982.82,7,20089.44,6.707319741784893,7.785454237575142,11.973177083333333,10.867924528301886
Barrick Gold Corporation ,TSX,ABX,Materials,1983,US/CA,17500,BBB+,BBB+,Public Company,1770.4,16.34,36687.0,11985.0,4626.0,6194.0,4118.0,1999.0,5280.0,24954.0,46890.0,5473.0,32307.0,1.12,1.08,23,6780.7,17,5843.6,5,28928.336000000003,3.0610763454317897,5.922989990313206,8.908936376881982,14.589285714285714
Capgemini SE ,ENXTPA,CAP,Information Technology,1967,EU,352148,BBB,BBB,Public Company,172.0,181.83,36623.2,20652.8,5531.0,2777.5,2378.2,1443.7,3558.5,1936.8,27332.0,8694.4,9642.9,8.51,11.3,15,3187.2,5,2940.99,7,31274.760000000002,1.7732801363495505,13.185670567056704,15.399545875031537,21.366627497062282
Swisscom AG ,SWX,SCMN,Communication Services,1998,EU,19067,A,A,Public Company,51.8,528.91,36521.6,12267.3,6330.6,3800.5,2078.8,1645.2,439.9,13361.0,27205.7,9282.5,11861.4,31.8,29.9,10,4545.8,17,2063.03,16,27397.537999999997,2.9771506362443243,9.609682936455728,17.568597267654415,16.632389937106918
Corning Incorporated ,NYSE,GLW,Information Technology,1851,US/CA,61200,BBB+,BBB+,Public Company,845.3,35.85,36495.7,14082.0,5201.0,3752.0,2254.0,2002.0,2148.0,16545.0,30154.0,7829.0,12545.0,2.36,2.27,14,4179.4,8,2721.16,10,30304.005,2.591656014770629,9.726998933901918,16.191526175687667,15.190677966101696
"Nasdaq, Inc. ",NasdaqGS,NDAQ,Financials,1971,US/CA,6214,BBB+,BBB+,Public Company,163.7,187.19,36433.9,5886.0,3508.0,1918.0,1639.0,1138.0,393.0,875.0,20115.0,6253.0,6405.0,6.86,8.06,14,2023.1,12,1897.99,11,30643.002999999997,6.189925246347265,18.99577685088634,22.22934716290421,27.287172011661806
Givaudan SA ,SWX,GIVN,Materials,1796,EU,16815,A-,A-,Public Company,9.23,3363.23,36342.8,7332.1,2967.9,1463.0,1159.3,816.9,299.5,2513.1,12527.3,5119.5,4323.1,88.6,107.5,19,1651.1,20,1274.39,18,31042.6129,4.956669985406637,24.841285030758716,31.34891745018546,37.9597065462754
Marubeni Corporation ,TSE,8002,Industrials,1858,APAC,42882,BBB+,BBB+,Public Company,1715.2,10.52,36331.8,70067.6,7450.8,3412.9,2783.8,3781.1,4765.0,7862.2,67984.1,22048.8,19256.0,2.17,1.72,10,2174.6,2,1061.6,4,18043.904,0.5185249673172765,10.645433502300097,13.051153100079029,4.847926267281106
Unibail-Rodamco-Westfield ,ENXTAM,URW,Real Estate,1968,EU,2724,BBB+,BBB+,Public Investment Firm,138.8,53.73,36262.2,2216.8,1603.5,1461.8,1375.9,51.9,2565.8,45654.3,62458.1,32071.8,25444.9,0.374,8.46,11,1785.5,10,1736.52,9,7457.724,16.357903284012988,24.806539882336843,26.355258376335485,143.66310160427807
CNH Industrial N.V. ,NYSE,CNHI,Industrials,1842,EU,71895,BBB,BBB,Public Company,1349.8,13.02,36242.7,33428.0,6447.0,3536.0,2663.0,1506.0,5190.0,5168.0,49416.0,24202.0,6853.0,1.11,1.45,10,2845.0,9,2371.24,11,17574.396,1.084201866698576,10.249632352941175,13.609725873075478,11.729729729729728
Halliburton Company ,NYSE,HAL,Energy,1919,US/CA,40000,BBB+,BBB+,Public Company,906.9,31.87,36234.3,15295.0,2413.0,3043.0,2118.0,1432.0,3044.0,5345.0,22321.0,10330.0,6728.0,1.59,2.44,25,4397.8,22,3425.62,20,28902.903,2.369029094475319,11.907426881367073,17.107790368271957,20.044025157232703
Infineon Technologies AG ,XTRA,IFX,Information Technology,1999,EU,54946,BBB,BBB,Public Company,1301.9,25.61,36200.6,12818.7,5797.6,4383.2,2833.0,1994.6,2027.1,4791.4,27044.5,8015.8,13214.0,1.51,2.16,20,4725.2,16,2890.64,12,33341.659,2.824046120121385,8.25894323781712,12.778185668902223,16.960264900662253
"Tyson Foods, Inc. ",NYSE,TSN,Consumer Staples,1935,US/CA,137000,BBB+,BBB+,Public Company,359.6,80.04,36087.6,47049.0,8119.0,7099.0,5914.0,4055.0,2507.0,8368.0,36309.0,9871.0,17854.0,11.2,7.37,12,5025.5,10,3707.32,11,28782.384000000005,0.7670216157622903,5.083476545992393,6.1020629015894485,7.146428571428572
George Weston Limited ,TSX,WN,Consumer Staples,1882,US/CA,215298,BBB,BBB,Public Company,144.6,120.31,36003.2,42472.1,13575.5,4159.5,3053.4,1058.6,2358.0,11727.5,37205.4,15406.7,10381.0,6.97,7.63,7,5080.5,6,3446.31,3,17396.826,0.8476906015949294,8.655655727851904,11.791183598611383,17.261119081779054
BAE Systems plc ,LSE,BA.,Industrials,1970,EU,91400,BBB+,BBB+,Public Company,3128.7,9.57,35964.0,26432.6,15222.1,2591.9,2101.0,1668.4,3949.8,5339.1,36742.4,8827.1,10382.9,0.53,0.6459999999999999,12,3750.3,11,2944.19,10,29941.659,1.3605926015601948,13.875535321578765,17.117563065207044,18.056603773584904
AmerisourceBergen Corporation ,NYSE,ABC,Health Care,2001,US/CA,40000,BBB+,BBB+,Public Company,207.3,150.42,35792.5,213988.8,8384.6,3580.1,2882.4,1841.8,2547.1,3230.1,57337.8,7805.4,584.4,8.83,11.3,14,3534.8,6,3204.77,10,31182.066,0.16726342687093904,9.997625764643447,12.417603386067166,17.03510758776897
Deutsche Börse AG ,XTRA,DB1,Financials,1585,EU,10620,AA,AA,Public Company,183.6,171.17,35744.8,4962.4,3928.2,2036.3,1873.3,1404.3,1170.9,665.5,253519.0,7192.2,8805.2,7.65,8.27,9,2504.9,14,2154.45,13,31426.811999999998,7.203127518942448,17.55379855620488,19.081193615544763,22.37516339869281
PPL Corporation ,NYSE,PPL,Utilities,1920,US/CA,5607,A-,A-,Public Company,736.2,30.34,35716.8,5783.0,2778.0,2585.0,1465.0,733.0,3571.0,25532.0,33223.0,11358.0,13723.0,0.982,1.53,15,3092.9,6,1877.8,7,22336.308,6.176171537264396,13.816943907156674,24.380068259385666,30.89613034623218
Extra Space Storage Inc. ,NYSE,EXR,Real Estate,1977,US/CA,4309,BBB,BBB,Public Investment Firm,133.9,210.74,35447.7,1609.7,1387.1,1252.5,994.3,892.4,71.1,9042.9,10474.5,6355.2,3786.0,6.65,6.3,5,1492.4,5,1213.22,3,28218.086000000003,22.02130831832018,28.30155688622754,35.65091018807201,31.690225563909774
Tesco PLC ,LSE,TSCO,Consumer Staples,1919,EU,345000,BBB-,BBB-,Public Company,7428.7,3.03,35420.9,82263.6,5679.2,5187.1,3883.6,1986.1,3144.7,30533.7,66180.8,20594.1,20978.9,0.259,0.249,10,5250.7,10,3165.15,11,22508.961,0.4305780442382779,6.828651847853329,9.120635492841695,11.698841698841697
Electronic Arts Inc. ,NasdaqGS,EA,Communication Services,1982,US/CA,12900,BBB+,BBB+,Public Company,278.0,127.61,35309.4,6991.0,5360.0,1762.0,1303.0,896.0,2732.0,864.0,13800.0,2231.0,7625.0,3.17,7.55,29,3111.3,17,2710.47,25,35475.58,5.050693749105994,20.039387060158912,27.098541826554108,40.25552050473186
Cummins Inc. ,NYSE,CMI,Industrials,1919,US/CA,59900,A+,A+,Public Company,141.0,228.97,35176.0,24021.0,5989.0,3111.0,2461.0,2048.0,2592.0,4866.0,23710.0,4632.0,9401.0,14.4,20.2,7,4487.0,6,3799.15,6,32284.77,1.4643853295033513,11.30697524911604,14.293376676147908,15.900694444444444
CRH plc ,LSE,CRH,Materials,1936,EU,77400,BBB+,BBB+,Public Company,755.4,38.25,35062.7,30981.0,10488.0,5062.0,3575.0,2565.0,5783.0,19502.0,44670.0,12172.0,20914.0,3.29,3.22,5,5429.1,16,3702.85,15,28894.05,1.1317484910106193,6.926649545634136,9.80774825174825,11.626139817629179
"CenterPoint Energy, Inc. ",NYSE,CNP,Utilities,1866,US/CA,9418,BBB+,BBB+,Public Company,629.5,32.37,34947.0,8352.0,3357.0,2563.0,1449.0,1593.0,230.0,23506.0,37679.0,16140.0,9415.0,2.46,1.24,17,3108.6,12,1632.29,11,20376.914999999997,4.1842672413793105,13.63519313304721,24.11801242236025,13.158536585365853
ON Semiconductor Corporation ,NasdaqGS,ON,Information Technology,1992,US/CA,31650,BB+,BB+,Public Company,433.2,76.71,34921.5,6739.8,3551.4,2814.8,2245.6,1721.6,1352.6,2716.7,9626.0,3272.4,4604.4,3.98,4.98,26,3308.1,11,2737.44,23,33230.772,5.181385204308733,12.406387665198237,15.551077662985394,19.273869346733665
Imperial Oil Limited ,TSX,IMO,Energy,1880,US/CA,5400,AA-,AA-,Public Company,636.7,51.23,34552.2,29639.1,7561.8,6884.8,5402.0,4117.1,1701.3,24879.7,32226.3,4286.9,17175.2,6.05,9.29,7,7789.0,6,7026.6,4,32618.141,1.16576414263591,5.018620729723448,6.3961865975564605,8.467768595041322
Daimler Truck Holding AG ,XTRA,DTG,Industrials,1896,EU,103386,BBB+,BBB+,Public Company,823.0,25.38,34262.0,45222.3,8267.8,3237.5,2411.7,1558.6,8238.4,12293.9,62322.3,18877.5,18677.4,1.89,3.2,4,5013.0,10,3934.5,10,20887.739999999998,0.7576350605785198,10.582857142857144,14.206576273997596,13.428571428571429
"Aeon Co., Ltd. ",TSE,8267,Consumer Staples,1758,APAC,155465,BBB,BBB,Public Company,847.0,20.22,34133.0,75610.8,24505.2,3911.9,1395.7,162.3,10169.4,27160.4,100916.8,28758.1,15722.7,0.192,0.259,8,3973.3,7,1661.36,8,17126.34,0.4514302189634285,8.725427541603825,24.455828616464856,105.31249999999999
Restaurant Brands International Inc. ,NYSE,QSR,Consumer Discretionary,1954,US/CA,5700,BB,BB,Public Company,306.1,60.74,33962.9,5739.0,2536.0,2195.0,1997.0,819.0,1087.0,3165.0,23246.0,14775.0,3853.0,2.64,3.1,26,2498.7,21,2175.22,19,18592.514000000003,5.917912528315037,15.472847380410023,17.006960440660993,23.007575757575758
"Verisk Analytics, Inc. ",NasdaqGS,VRSK,Industrials,1971,US/CA,9367,BBB,BBB,Public Company,157.0,195.31,33935.8,2998.6,1989.7,1403.9,1171.3,1047.0,280.3,397.4,7808.1,3610.0,2842.5,6.53,6.0,15,1553.3,14,1170.01,5,30663.670000000002,11.317214700193425,24.172519410214402,28.972765303508925,29.909647779479325
"Inner Mongolia Yili Industrial Group Co., Ltd. ",SHSE,600887,Consumer Staples,1956,APAC,61598,A-,A-,Public Company,6400.1,5.28,33860.9,17409.4,5651.3,2064.9,1549.2,1481.6,4996.8,5605.5,16050.5,3535.9,7680.5,0.24100000000000002,0.254,26,2355.0,20,1865.58,25,33792.528000000006,1.9449780003905934,16.398324374061698,21.857022979602377,21.90871369294606
Nippon Steel Corporation ,TSE,5401,Materials,1950,APAC,106528,BBB,BBB,Public Company,920.9,15.9,33633.7,56070.7,9655.7,8186.2,5742.3,5196.6,4537.8,25781.9,72074.9,21850.5,32091.6,5.64,2.46,6,6490.2,7,2469.37,7,14642.31,0.5998444820556904,4.108585179936967,5.857182661999547,2.819148936170213
MTR Corporation Limited ,SEHK,66,Industrials,1975,APAC,32077,AA+,AA+,Public Company,6199.2,5.14,33601.2,6053.3,1173.1,3035.3,2396.2,1479.6,1378.9,14457.0,37457.3,5629.7,23088.4,0.239,0.244,9,1672.5,6,1665.95,4,31863.887999999995,5.550889597409677,11.070141336935391,14.022702612469743,21.506276150627613
Kellogg Company ,NYSE,K,Consumer Staples,1906,US/CA,31000,BBB,BBB,Public Company,340.1,75.84,33594.2,14181.0,4513.0,2450.0,1977.0,1488.0,286.0,4467.0,18178.0,7747.0,4215.0,4.37,4.16,18,2375.8,13,1870.15,15,25793.184,2.3689584655525,13.711918367346938,16.99251390996459,17.354691075514875
"Ross Stores, Inc. ",NasdaqGS,ROST,Consumer Discretionary,1957,US/CA,100000,BBB+,BBB+,Public Company,349.9,90.91,33535.6,18916.2,5697.0,2373.2,1997.5,1474.8,4922.4,5925.8,13640.3,5622.1,4060.1,4.24,4.37,16,2408.9,16,2000.33,17,31809.408999999996,1.7728507839840981,14.130962413618743,16.788785982478096,21.441037735849054
CMS Energy Corporation ,NYSE,CMS,Utilities,1987,US/CA,8507,BBB+,BBB+,Public Company,290.2,69.64,33379.2,7329.0,2676.0,2324.0,1340.0,1329.0,452.0,22378.0,28753.0,12500.0,7188.0,4.56,2.93,19,2571.0,13,1417.18,10,20209.528,4.5544003274662295,14.362822719449225,24.909850746268656,15.271929824561404
"Endesa, S.A. ",BME,ELE,Utilities,1944,EU,9215,BBB+,BBB+,Public Company,1058.6,18.05,33278.9,23344.7,6438.4,3896.1,2478.6,1587.9,799.5,25130.2,45454.3,11818.5,6305.0,1.5,1.7,14,4267.3,17,2615.52,15,19107.73,1.425544127789177,8.54159287492621,13.42649076091342,12.033333333333333
Japan Tobacco Inc. ,TSE,2914,Consumer Staples,1898,APAC,55381,A+,A+,Public Company,1774.9,17.29,33200.1,20191.8,10580.8,5431.6,4015.9,2777.0,6268.4,6564.7,50150.3,7978.4,25066.3,1.56,1.57,13,5495.3,12,4210.93,12,30688.021,1.6442367693816302,6.112397820163487,8.267163026967802,11.083333333333332
adidas AG ,XTRA,ADS,Consumer Discretionary,1920,EU,60661,A+,A+,Public Company,181.9,157.46,33140.7,24148.8,11357.9,2267.4,1639.1,2024.9,4353.5,5487.3,25175.7,6062.8,8912.8,10.7,7.84,26,3256.1,18,1841.77,1,28641.974000000002,1.3723539057841383,14.616168298491663,20.218839607101458,14.715887850467292
Viatris Inc. ,NasdaqGS,VTRS,Health Care,1961,US/CA,37000,BBB-,BBB-,Public Company,1212.6,10.17,32850.3,17886.3,7505.7,5242.1,3309.7,760.8,701.2,3479.4,54842.8,23358.0,20492.7,0.629,3.34,11,5788.7,9,5385.51,9,12332.142,1.8366179701782932,6.266629785772877,9.925461522192345,16.16852146263911
Imperial Brands PLC ,LSE,IMB,Consumer Staples,1901,EU,30300,BBB,BBB,Public Company,950.4,22.2,32810.3,22361.4,7772.7,4880.8,4109.2,2659.3,1737.7,2642.3,39276.3,13644.8,8020.0,2.81,3.18,16,4699.3,14,4315.89,14,21098.879999999997,1.4672739631686746,6.7223201114571385,7.9845955417112835,7.900355871886121
"United Rentals, Inc. ",NYSE,URI,Industrials,1997,US/CA,20400,BB+,BB+,Public Company,70.0,319.57,32751.2,9716.0,4434.0,3120.0,2741.0,1750.0,144.0,1396.0,20292.0,10508.0,5991.0,24.3,33.0,18,5634.6,15,3241.17,11,22369.899999999998,3.370852202552491,10.497179487179487,11.94863188617293,13.151028806584362
SSE plc ,LSE,SSE,Utilities,1989,EU,10152,BBB+,BBB+,Public Company,1060.0,21.54,32741.2,11315.6,5777.5,5194.2,4378.1,3984.8,1379.3,19216.4,33863.6,12412.7,12059.0,3.78,1.45,13,3051.4,13,2204.01,12,22832.399999999998,2.893456820672346,6.30341534788803,7.4784038738265455,5.698412698412699
"Rockwell Automation, Inc. ",NYSE,ROK,Industrials,1903,US/CA,24500,A,A,Public Company,115.4,246.86,32734.1,6997.4,2935.0,1369.9,1149.5,671.8,662.2,959.6,10701.6,4393.3,2694.1,5.77,10.9,25,1847.4,15,1578.47,12,28487.644000000004,4.678037556806814,23.895247828308634,28.476816006959545,42.78336221837089
"Fomento Económico Mexicano, S.A.B. de C.V. ",BMV,FEMSA UBD,Consumer Staples,1890,LATAM,330394,A-,A-,Public Company,3578.2,6.57,32635.8,27134.0,11406.7,3671.5,2691.8,1491.1,4751.4,8396.9,35974.7,12338.2,16346.8,0.41700000000000004,0.478,8,4636.6,13,3154.68,11,23508.774,1.2027640598511093,8.888955467792455,12.124154840627089,15.755395683453237
